sid,bout,text,has_foul,ml_prob,pred_foul
46,Jan Blachowicz (206) vs. Bogdan Guskov (206),the pole sticks a crisp jab.,0,0.0013749116889539745,0
47,Jan Blachowicz (206) vs. Bogdan Guskov (206),guskov's output is waning down the stretch.,0,0.0013749116889539745,0
48,Jan Blachowicz (206) vs. Bogdan Guskov (206),blachowicz lunges in and lands a left hook.,0,0.0013749116889539745,0
49,Jan Blachowicz (206) vs. Bogdan Guskov (206),blachowicz is in pursuit and he manages to drop guskov near the fence in the waning seconds.,0,0.035645775101684034,0
50,Jan Blachowicz (206) vs. Bogdan Guskov (206),guskov gets to his feet and blachowicz continues to unload until the horn.,0,0.0013749116889539745,0
51,Jan Blachowicz (206) vs. Bogdan Guskov (206),a great sense of urgency down the stretch from blachowicz.,0,0.0013749116889539745,0
52,Jan Blachowicz (206) vs. Bogdan Guskov (206),sherdog scores tristen critchfield scores the round: 10-9 blachowicz (28-28) brian knapp scores the round: 10-9 blachowicz (29-28 blachowicz) tyler treese scores the round: 10-9 blachowicz (29-28 blachowicz) the official result jan blachowicz vs.,0,0.0013749116889539745,0
53,Jan Blachowicz (206) vs. Bogdan Guskov (206),"bogdan guskov is declared a majority draw (29-28, 28-28, 28-28) r3 5:00",0,0.0013749116889539745,0
1,Henry Cejudo (136) vs. Payton Talbott (136),henry cejudo (136) vs.,0,0.0013749116889539745,0
2,Henry Cejudo (136) vs. Payton Talbott (136),"payton talbott (136) betting preview | scouting report | odds: talbott (-285), cejudo (+230) round 1 chris tognoni is the referee.",0,0.0013749116889539745,0
3,Henry Cejudo (136) vs. Payton Talbott (136),cejudo immediately targets the legs of his taller foe.,0,0.0013749116889539745,0
4,Henry Cejudo (136) vs. Payton Talbott (136),talbott lands a clean 1-2 and cejudo felt that.,0,0.0013749116889539745,0
5,Henry Cejudo (136) vs. Payton Talbott (136),lots of feints for cejudo as he looks ot close distance.,0,0.0013749116889539745,0
6,Henry Cejudo (136) vs. Payton Talbott (136),a steady diet of low kicks by cejudo so far.,0,0.0013749116889539745,0
7,Henry Cejudo (136) vs. Payton Talbott (136),"talbott stays composed with long, straight punches.",0,0.0013749116889539745,0
8,Henry Cejudo (136) vs. Payton Talbott (136),"cejudo gets in on a leg, but talbott is able to free himself.",0,0.0013749116889539745,0
9,Henry Cejudo (136) vs. Payton Talbott (136),talbott counters a cejudo low kick nicely.,0,0.0013749116889539745,0
10,Henry Cejudo (136) vs. Payton Talbott (136),"cejudo forces the clinch, but talbott pushes him into the fence and lands some knees before they separate.",0,0.035645775101684034,0
11,Henry Cejudo (136) vs. Payton Talbott (136),a solid 1-2 for talbott lands.,0,0.0013749116889539745,0
12,Henry Cejudo (136) vs. Payton Talbott (136),cejudo gets an eye poke and time is briefly called.,1,0.296680686990726,0
13,Henry Cejudo (136) vs. Payton Talbott (136),cejudo can't quite get the takedown as the fight resumes.,0,0.0013749116889539745,0
14,Henry Cejudo (136) vs. Payton Talbott (136),talbott is landing frequently with his straight punches.,0,0.0013749116889539745,0
15,Henry Cejudo (136) vs. Payton Talbott (136),"they clinch, and talbott trips cejudo to the mat.",0,0.0013749116889539745,0
16,Henry Cejudo (136) vs. Payton Talbott (136),talbott is in the olympic gold medalist's full guard with a little more than a minute to go in the round.,0,0.0013749116889539745,0
17,Henry Cejudo (136) vs. Payton Talbott (136),cejudo throws some elbows from his back.,0,0.0013749116889539745,0
18,Henry Cejudo (136) vs. Payton Talbott (136),"cejudo works his way toward the fence, and he eats some heavy shots as he returns to his feet.",0,0.035645775101684034,0
19,Henry Cejudo (136) vs. Payton Talbott (136),talbott controls the clinch and throws a short elbow before they break.,0,0.0013749116889539745,0
20,Henry Cejudo (136) vs. Payton Talbott (136),"cejudo pressures with punches, but talbott executes a beautiful level change just before the horn to put his foe on his back once again.",0,0.0013749116889539745,0
21,Henry Cejudo (136) vs. Payton Talbott (136),sherdog scores tristen critchfield scores the round: 10-9 talbott brian knapp scores the round: 10-9 talbott tyler treese scores the round: 10-9 talbott round 2 talbott lands a heavy inside leg kick.,0,0.0013749116889539745,0
22,Henry Cejudo (136) vs. Payton Talbott (136),they trade and talbott clips the former champion.,0,0.0013749116889539745,0
23,Henry Cejudo (136) vs. Payton Talbott (136),cejudo recovers quickly and they clinch in the center of the cage.,0,0.035645775101684034,0
24,Henry Cejudo (136) vs. Payton Talbott (136),cejudo attempts a lateral drop and then outscrambles talbott to assume top position.,0,0.0013749116889539745,0
25,Henry Cejudo (136) vs. Payton Talbott (136),"cejudo is in half guard, staying busy with short punches from above.",0,0.0013749116889539745,0
26,Henry Cejudo (136) vs. Payton Talbott (136),"the crowd is growing restless, but cejudo is doing well to control position.",0,0.0013749116889539745,0
27,Henry Cejudo (136) vs. Payton Talbott (136),"talbott scrambles to his knees and then stands, with cejudo attached to his back.",0,0.0013749116889539745,0
28,Henry Cejudo (136) vs. Payton Talbott (136),talbott is able to reverse the position on the fence.,0,0.035645775101684034,0
29,Henry Cejudo (136) vs. Payton Talbott (136),they separate and talbott unloads a combination punctuated by a body shot.,0,0.0013749116889539745,0
30,Henry Cejudo (136) vs. Payton Talbott (136),talbott is feeling good with his combinations.,0,0.0013749116889539745,0
31,Henry Cejudo (136) vs. Payton Talbott (136),an uppuercut and a knee have cejudo reeling.,0,0.0013749116889539745,0
32,Henry Cejudo (136) vs. Payton Talbott (136),talbott is working the body as well.,0,0.0013749116889539745,0
33,Henry Cejudo (136) vs. Payton Talbott (136),"a bloodied cejduo fires back defiantly, but talbott keeps the pressure on.",0,0.0013749116889539745,0
34,Henry Cejudo (136) vs. Payton Talbott (136),cejudo goes down and talbott keeps battering him.,0,0.0013749116889539745,0
35,Henry Cejudo (136) vs. Payton Talbott (136),"the veteran stands, and talbott smiles as they continue to trade.",0,0.0013749116889539745,0
36,Henry Cejudo (136) vs. Payton Talbott (136),cejudo is bleeding badly near his right eye.,0,0.03570755976385732,0
37,Henry Cejudo (136) vs. Payton Talbott (136),talbott lands a knee.,0,0.0013749116889539745,0
38,Henry Cejudo (136) vs. Payton Talbott (136),a hard low kick from cejudo before the end of the round.,0,0.0013749116889539745,0
39,Henry Cejudo (136) vs. Payton Talbott (136),"talbott got the better of the exchanges, but cejudo showed tremendous heart staying in the fight.",0,0.0013749116889539745,0
40,Henry Cejudo (136) vs. Payton Talbott (136),sherdog scores tristen critchfield scores the round: 10-9 talbott brian knapp scores the round: 10-9 talbott tyler treese scores the round: 10-9 talbott round 3 a hard low kick makes talbott stumble early.,0,0.0013749116889539745,0
41,Henry Cejudo (136) vs. Payton Talbott (136),"when it comes to boxing, however, talbott continues to win the exchanges.",0,0.0013749116889539745,0
42,Henry Cejudo (136) vs. Payton Talbott (136),talbott lands a knee in close and then just touches cejduo with a variety of punches.,0,0.0013749116889539745,0
43,Henry Cejudo (136) vs. Payton Talbott (136),cejudo can't convert a single leg and the bantamweights battle it out in the clinch.,0,0.0013749116889539745,0
44,Henry Cejudo (136) vs. Payton Talbott (136),talbott shoves him into the fence and lands a short elbow.,0,0.035645775101684034,0
45,Henry Cejudo (136) vs. Payton Talbott (136),cejudo with a knee in close.,0,0.0013749116889539745,0
46,Henry Cejudo (136) vs. Payton Talbott (136),talbott answers with a shoulder strike.,0,0.0013749116889539745,0
47,Henry Cejudo (136) vs. Payton Talbott (136),another knee to the body lands for talbott.,0,0.0013749116889539745,0
48,Henry Cejudo (136) vs. Payton Talbott (136),"however, cejudo is somehow able to muscle talbott down to the floor.",0,0.0013749116889539745,0
49,Henry Cejudo (136) vs. Payton Talbott (136),talbott scrambles up and cejudo shoves the younger fighter to the fence.,0,0.035645775101684034,0
50,Henry Cejudo (136) vs. Payton Talbott (136),talbott turns his man into the fence and goes back to work with knees in close quarters.,0,0.035645775101684034,0
51,Henry Cejudo (136) vs. Payton Talbott (136),they separate with about 2:00 to go.,0,0.0013749116889539745,0
52,Henry Cejudo (136) vs. Payton Talbott (136),cejudo explodes for a takedown but talbott shows impressive balance in keeping his feet.,0,0.0013749116889539745,0
53,Henry Cejudo (136) vs. Payton Talbott (136),talbott rips an uppercut down the middle.,0,0.0013749116889539745,0
54,Henry Cejudo (136) vs. Payton Talbott (136),cejudo can't finish a single leg and they tie up in the center of the cage.,0,0.035645775101684034,0
55,Henry Cejudo (136) vs. Payton Talbott (136),"back at range, cejudo eats a combination and then a big knee down the middle.",0,0.0016846128876261024,0
56,Henry Cejudo (136) vs. Payton Talbott (136),talbott tees off with more body shots and cejudo briefly doubles over in pain.,0,0.0013749116889539745,0
57,Henry Cejudo (136) vs. Payton Talbott (136),cejudo clings to a leg to weather the storm and talbott shoves the former two-division champ into the fence.,0,0.035645775101684034,0
58,Henry Cejudo (136) vs. Payton Talbott (136),they separate in the final seconds and have one last spirited exchange.,0,0.0013749116889539745,0
59,Henry Cejudo (136) vs. Payton Talbott (136),"a huge knee from talbott is one of the highlights in these final moments, and a bloodied and battered cejudo makes it to the horn in what is expected to be his farewell fight.",0,0.0013749116889539745,0
60,Henry Cejudo (136) vs. Payton Talbott (136),sherdog scores tristen critchfield scores the round: 10-9 talbott (30-27 talbott) brian knapp scores the round: 10-9 talbott (30-27 talbott) tyler treese scores the round: 10-9 talbott (30-27 talbott) the official result payton talbott def.,0,0.0013749116889539745,0
61,Henry Cejudo (136) vs. Payton Talbott (136),"henry cejudo via unanimous decision (30-27, 30-27, 30-27) r3 5:00",0,0.0013749116889539745,0
1,Brandon Moreno (125) vs. Tatsuro Taira (126),brandon moreno (125) vs.,0,0.0013749116889539745,0
2,Brandon Moreno (125) vs. Tatsuro Taira (126),"tatsuro taira (126) betting preview | scouting report | odds: taira (-142), moreno (+120) round 1 mark smith is the referee.",0,0.0013749116889539745,0
3,Brandon Moreno (125) vs. Tatsuro Taira (126),taira opens up with a quick and powerful right hand in what is a largely deliberate opening minute.,0,0.0013749116889539745,0
4,Brandon Moreno (125) vs. Tatsuro Taira (126),"taira thinks about a shot, then resets and gets reversed on his takedown attempt.",0,0.0013749116889539745,0
5,Brandon Moreno (125) vs. Tatsuro Taira (126),moreno is on his back with a triangle locked in early.,0,0.0013749116889539745,0
6,Brandon Moreno (125) vs. Tatsuro Taira (126),this is bad news for taira to be trapped in this maneuver so early in the fight.,0,0.0013749116889539745,0
7,Brandon Moreno (125) vs. Tatsuro Taira (126),"fortunately for the japanese prospect, moreno doesn't quite have the position he needs to really apply the squeeze.",0,0.0013749116889539745,0
8,Brandon Moreno (125) vs. Tatsuro Taira (126),taira has moreno stacked and he lifts and slams his foe down.,0,0.0013749116889539745,0
9,Brandon Moreno (125) vs. Tatsuro Taira (126),that might have allowed moreno to adjust the hold and tighten it.,0,0.0013749116889539745,0
10,Brandon Moreno (125) vs. Tatsuro Taira (126),taira seems to be ok with a little more than a minute remaining.,0,0.0013749116889539745,0
11,Brandon Moreno (125) vs. Tatsuro Taira (126),taira tries to fire some punches while in the awkward position.,0,0.0013749116889539745,0
12,Brandon Moreno (125) vs. Tatsuro Taira (126),moreno finally loses the hold in the waning seconds.,0,0.0013749116889539745,0
13,Brandon Moreno (125) vs. Tatsuro Taira (126),taira grabs a front headlock and they separate before the horn.,0,0.0013749116889539745,0
14,Brandon Moreno (125) vs. Tatsuro Taira (126),sherdog scores tristen critchfield scores the round: 10-9 moreno brian knapp scores the round: 10-9 moreno tyler treese scores the round: 10-9 moreno round 2 moreno pumps a jab but taira answers with an uppercut.,0,0.0013749116889539745,0
15,Brandon Moreno (125) vs. Tatsuro Taira (126),"moreno with a low kick and he follows that with a combination, landing a crafty lead hook.",0,0.0013749116889539745,0
16,Brandon Moreno (125) vs. Tatsuro Taira (126),"taira drops low for a takedown, but moreno sprawls effectively and counters.",0,0.0013749116889539745,0
17,Brandon Moreno (125) vs. Tatsuro Taira (126),"taira doesn't give up, and he closes the distance ands a trip takedown moments later.",0,0.0013749116889539745,0
18,Brandon Moreno (125) vs. Tatsuro Taira (126),"the japanese prospect takes the back, locks in a body triangle and begins to tee off with ground-and-pound from back control.",0,0.0013749116889539745,0
19,Brandon Moreno (125) vs. Tatsuro Taira (126),taira flattens the former champ out and continues to unload with unanswered punches.,0,0.0013749116889539745,0
20,Brandon Moreno (125) vs. Tatsuro Taira (126),"moreno is still moving from the bottom, but smith has seen enough.",0,0.0013749116889539745,0
21,Brandon Moreno (125) vs. Tatsuro Taira (126),"as taira tosses his mouthguard in celebration, moreno questions if the stoppage might have been premature.",0,0.0013749116889539745,0
22,Brandon Moreno (125) vs. Tatsuro Taira (126),"it won't matter, as taira becomes the first person to finish moreno in professional mma competition.",0,0.0013749116889539745,0
23,Brandon Moreno (125) vs. Tatsuro Taira (126),the official result tatsuro taira def.,0,0.0013749116889539745,0
24,Brandon Moreno (125) vs. Tatsuro Taira (126),brandon moreno via tko (punches) r2 2:24,0,0.0013749116889539745,0
1,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)",ufc flyweight title fight: alexandre pantoja (125) vs.,0,0.0013749116889539745,0
2,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","joshua van (124.5) betting preview | scouting report | odds: pantoja (-245), van (+200) round 1 herb dean is the referee.",0,0.0013749116889539745,0
3,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","pantoja is aggressive early with leg kicks and combinations, taking the fight to the young challenger.",0,0.0013749116889539745,0
4,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","however, what was shaping up to be an entertaining fight quickly takes an unfortunate turn.",0,0.0013749116889539745,0
5,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","""the cannibal"" throws a high kick, which is caught by van.",0,0.0013749116889539745,0
6,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","pantoja is shoved to the canvas by his opponent, and when he attempts to break his fall, his planted left arm appears to break or dislocate in gruesome fashion.",0,0.0013749116889539745,0
7,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","pantoja lays on the canvas, clutching his limb, and dean has no choice but to wave off the bout.",0,0.0013749116889539745,0
8,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","van, who didn't throw any ground-and-pound after the injury, celebrates the triumph â one in which the miyanmar native becomes the first asian-born male champion and the second-youngest title holder in ufc history.",0,0.0013749116889539745,0
9,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)",van also takes a moment to console the dejected fallen champion.,0,0.0013749116889539745,0
10,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)","pantoja then briefly consults with ufc ceo dana white before being escorted from the octagon, presumably to receive immediate medical care.",0,0.0013749116889539745,0
11,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)",the official result joshua van def.,0,0.0013749116889539745,0
12,"UFC Flyweight Title Fight:
Alexandre Pantoja (125) vs. Joshua Van (124.5)",alexandre pantoja via tko (arm injury) r1 0:26,0,0.0013749116889539745,0
1,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",ufc bantamweight title fight: merab dvalishvili (135) vs.,0,0.0013749116889539745,0
2,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","petr yan (135) betting preview | scouting report | odds: dvalishvili (-410), yan (+320) round 1 marc goddard is the referee.",0,0.0013749116889539745,0
3,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan is advancing early.,0,0.0013749116889539745,0
4,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili lands the first blow, however.",0,0.0013749116889539745,0
5,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","antother right hand lands for ""the machine.""",0,0.0013749116889539745,0
6,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan attacks with his jab.,0,0.0013749116889539745,0
7,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",they trade quick jabs.,0,0.0013749116889539745,0
8,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili pressures his way forward but doesn't engage in wrestling.,0,0.0013749116889539745,0
9,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili lunges foward with punches, but yan's defense is sound.",0,0.0013749116889539745,0
10,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan sticks a couple nice jabs.,0,0.0013749116889539745,0
11,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili is swinging with enthusiasm but yan shucks him away from the clinch.,0,0.0013749116889539745,0
12,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","yan then stings dvalishvili with a heavy shot, and the champ retreats for a moment.",0,0.0013749116889539745,0
13,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","realizing his true advantage, dvalishvili shoots for a takedown and attaches himself to yan with a rear body lock.",0,0.0013749116889539745,0
14,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","yan remains upright, trying to break his foe's grip.",0,0.0013749116889539745,0
15,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili is already bleeding.,0,0.0013749116889539745,0
16,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","yan uses elbows to help try and break the grip, but to no avail.",0,0.0013749116889539745,0
17,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan is able to break free with less than a minute remaining.,0,0.0013749116889539745,0
18,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",both men fire off jabs and dvalishvili grabs a hold of yan and shoves him into the cage.,0,0.035645775101684034,0
19,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili lands a knee in close and they separate.,0,0.0013749116889539745,0
20,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan pressures late in the round but can't find an opening.,0,0.0013749116889539745,0
21,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",sherdog scores tristen critchfield scores the round: 10-9 yan brian knapp scores the round: 10-9 yan tyler treese scores the round: 10-9 yan round 2 dvalishvili rushes out and lands a straight right hand early.,0,0.0013749116889539745,0
22,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili shoots behind a punch and gets in on yan's hips.,0,0.0013749116889539745,0
23,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan defends against the fence.,0,0.035645775101684034,0
24,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili adjusts and grabs a hold of a leg, briefly pulling yan off the fence.",0,0.035645775101684034,0
25,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan keeps his footing and they separate.,0,0.0013749116889539745,0
26,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan lands a hard jab during an exchange.,0,0.0013749116889539745,0
27,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili is throwing heavy punches, but yan's jab remains one of the most effective punches in the bout.",0,0.0013749116889539745,0
28,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili keeps throwing offense and moving forward, but ya sticks another jab.",0,0.0013749116889539745,0
29,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",then it's yan who changes levels and secures a takedown.,0,0.0013749116889539745,0
30,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","it might've been a bad move, as dvalishvili scrambles to the back.",0,0.0013749116889539745,0
31,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan scrambles up and the combatants go to the fence.,0,0.035645775101684034,0
32,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili has a guillotine in play, but yan breaks free.",0,0.0013749116889539745,0
33,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",another stiff jab lands for the russian.,0,0.0013749116889539745,0
34,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili ducks under for a single leg, and once again yan demonstrates exceptional balance.",0,0.0013749116889539745,0
35,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili is dogged in his determination to get his rival down, but yan's defense is on point so far.",0,0.0013749116889539745,0
36,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan reverses and turns dvalishvili into the fence.,0,0.035645775101684034,0
37,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili lands a short elbow.,0,0.0013749116889539745,0
38,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","the combatants trade in the pocket, yan defends a takedown and they strike some more before the horn.",0,0.0013749116889539745,0
39,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",sherdog scores tristen critchfield scores the round: 10-9 yan brian knapp scores the round: 10-9 yan tyler treese scores the round: 10-9 yan round 3 yan advances early once again and lands a body kick.,0,0.0013749116889539745,0
40,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan just misses a high kick.,0,0.0013749116889539745,0
41,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili lunges in and lands a big right.,0,0.0013749116889539745,0
42,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","however, yan closes the distance and slams dvalishvili.",0,0.0013749116889539745,0
43,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",the champ is right back up.,0,0.0013749116889539745,0
44,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",his face is busted up and he goes on the offensive.,0,0.0013749116889539745,0
45,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",they clinch and yan lands a couple of knees.,0,0.0013749116889539745,0
46,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili closes distance, connects his hands, lifts yan and slams him down on the center of the octagon.",0,0.0013749116889539745,0
47,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan gets right back to his feet.,0,0.0013749116889539745,0
48,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","a mat return for dvalishvili, but yan is up once again.",0,0.0013749116889539745,0
49,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan is working to break dvalishvili's grip.,0,0.0013749116889539745,0
50,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",he frees himself and sticks a jab before dvalishvili gets right back on the leg.,0,0.0013749116889539745,0
51,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan denies another takedown.,0,0.0013749116889539745,0
52,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili continues to shoot and pressure.,0,0.0013749116889539745,0
53,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan lands a body kick followed by a jab.,0,0.0013749116889539745,0
54,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan sprawls on a takedown and tags dvalishvili with a puncbh on the break.,0,0.0013749116889539745,0
55,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili wades into the clinch, but yan punishes him with a right hand as they break.",0,0.0013749116889539745,0
56,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili shoots again and gives up on the leg.,0,0.0013749116889539745,0
57,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili is relentless as one might expect, and they trade knees to the body.",0,0.0013749116889539745,0
58,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili marches forward with punches, but yan lands a perfectly placed body kick.",0,0.0013749116889539745,0
59,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili backs up as he winces in pain and yan shoots for a takedown late.,0,0.0013749116889539745,0
60,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili defends as time expires.,0,0.0013749116889539745,0
61,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",sherdog scores tristen critchfield scores the round: 10-9 yan brian knapp scores the round: 10-9 yan tyler treese scores the round: 10-9 yan round 4 yan opens with a hard low kick.,0,0.0013749116889539745,0
62,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili fires off a jab.,0,0.0013749116889539745,0
63,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan looks for anotehr body kick but it's not as clean.,0,0.0013749116889539745,0
64,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili pressures behind punches and changes levels near the fence.,0,0.035645775101684034,0
65,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan is able to execute a switch.,0,0.0013749116889539745,0
66,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","yan takes dvalishvili down, and the champ is threatening with a guillotine.",0,0.0013749116889539745,0
67,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","however, yan is not in his opponent's guard.",0,0.0013749116889539745,0
68,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan frees himself and makes dvalishvili carry his weight as the combatants stand.,0,0.0013749116889539745,0
69,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan lands a knee to the body before they break.,0,0.0013749116889539745,0
70,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan applies pressure and kicks the body again.,0,0.0013749116889539745,0
71,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili takes it well.,0,0.0013749116889539745,0
72,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan lands some clean straight punches.,0,0.0013749116889539745,0
73,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",dvalishvili shoots behind a front kick and grabs a leg.,0,0.0013749116889539745,0
74,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan stuffs it and lands a left.,0,0.0013749116889539745,0
75,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)","dvalishvili shoots again, but it's denied.",0,0.0013749116889539745,0
76,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan lands a hard right and dvalishvili is on his bicycle.,0,0.0013749116889539745,0
77,"UFC Bantamweight Title Fight:
Merab Dvalishvili (135) vs. Petr Yan (135)",yan lands anotehr body kick and they briefly clinch.,0,0.0013749116889539745,0
