event,bout_gold,fouler,foul_type,fight_paused,point_deduction,foul_idx,bout_key,bout_model,context,foul_type_guess,foul_resulted_in_deduction,referee_paused,round_mentioned,predicted_foul_type,fouler_model,match_foul_type,match_fouler,match_pause,match_deduction,match_all,foul_acc,fouler_acc,pause_acc,ded_acc,all_acc
UFC322-dellamaddalena-makhachev-15-11-2025,Maddalena vs Makhachev,Maddalena,illegal upkick,FALSE,FALSE,1,maddalena vs makhachev,"UFC Welterweight Title Fight:
Jack Della Maddalena (169.8) vs. Islam Makhachev (170)","The round ends with Maddalena landing an illegal upkick on Makhachev, who had a knee down.",illegal upkick,FALSE,FALSE,Round 1,illegal upkick,Maddalena,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Lee vs Romious,Lee,groin strike,TRUE,FALSE,1,lee vs romious,Chang Ho Lee (136) vs. Cortavious Romious (139.5: Missed Weight),"Lee jumps at him, and his knee loudly bangs into the cup.",knee loudly bangs into the cup,FALSE,TRUE,Round 2,groin strike,Lee,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Lee vs Romious,Romious,fence grab,FALSE,FALSE,2,lee vs romious,Chang Ho Lee (136) vs. Cortavious Romious (139.5: Missed Weight),"Romious pulls his toes in the chain links to reposition himself, prompting Tognoni to tell him that he can't do that.",pulls his toes in the chain links,FALSE,FALSE,Round 2,fence grab,Romious,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Emmett vs Murphy,Emmett,eye poke,TRUE,FALSE,1,emmett vs murphy,Josh Emmett (146) vs. Lerone Murphy (145.5),"Murphy's low kicks irritate Emmett, and he pushes off and jams his fingers into Murphy's eye sockets.",eye poke,FALSE,TRUE,Round 3,eye poke,Emmett,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Emmett vs Murphy,Murphy,back of head strike,FALSE,FALSE,2,emmett vs murphy,Josh Emmett (146) vs. Lerone Murphy (145.5),"The Californian clasps his hands together and looks to lift Murphy off the ground, and Murphy elbows him on the crown of the headâan illegal strike, to be clearâand it starts bleeding instantly.",elbows him on the crown of the head,FALSE,FALSE,Round 4,back of head strike,Murphy,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Lookboonmee vs Nunes,Lookboonmee,back of head strike,FALSE,FALSE,1,lookboonmee vs nunes,Loma Lookboonmee (115) vs. Istela Nunes (115),"Lookboonmee is warning for striking the back of the head, and she pushes the Brazilian off of her.",back of the head,FALSE,FALSE,Round 1,back of head strike,Lookboonmee,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Lookboonmee vs Nunes,Lookboonmee,eye poke,FALSE,FALSE,2,lookboonmee vs nunes,Loma Lookboonmee (115) vs. Istela Nunes (115),"Lookboonmee pushes off, and her finger may or may not have scraped the eye.",eye poke,FALSE,FALSE,Round 1,eye poke,Lookboonmee,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Lookboonmee vs Nunes,Nunes,fence grab,FALSE,FALSE,3,lookboonmee vs nunes,Loma Lookboonmee (115) vs. Istela Nunes (115),"Nunes grabs the cage wall several times, and Tognoni reaches around repeatedly to slap Nunes' hand.",grabs the cage,FALSE,FALSE,Round 2,fence grab,Nunes,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Lookboonmee vs Nunes,Nunes,fence grab,FALSE,FALSE,4,lookboonmee vs nunes,Loma Lookboonmee (115) vs. Istela Nunes (115),"Nunes hooks her toes in the fence to try to improve her position, and Tognoni slaps her toes.",hooks her toes in the fence,FALSE,FALSE,Round 3,fence grab,Nunes,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Alencar vs Demopoulos,Alencar,fence grab,FALSE,FALSE,1,alencar vs demopoulos,Talita Alencar (115) vs. Vanessa Demopoulos (116),"Alencar uses her left arm to pressure behind Demopoulos's neck, and she is warned for grabbing the fence when imposing her weight on her opponent.",grabbing the fence,FALSE,FALSE,Round 1,fence grab,Alencar,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Alencar vs Demopoulos,Alencar,fence grab,FALSE,FALSE,2,alencar vs demopoulos,Talita Alencar (115) vs. Vanessa Demopoulos (116),"Demopoulos sells out for a leglock in hopes of reversing the position, and Alencar gets out of it by repeatedly grabbing the fence.",grabbing the fence,FALSE,FALSE,Round 2,fence grab,Alencar,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Alencar vs Demopoulos,Demopoulos,fence grab,FALSE,FALSE,3,alencar vs demopoulos,Talita Alencar (115) vs. Vanessa Demopoulos (116),"Demopoulos uses her toes to try to pull her out of danger, which too is a foul.","uses her toes to try to pull her out of danger, which too is a foul",FALSE,FALSE,Round 1,fence grab,Demopoulos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Alencar vs Demopoulos,Alencar,fence grab,FALSE,FALSE,4,alencar vs demopoulos,Talita Alencar (115) vs. Vanessa Demopoulos (116),"Rules mean nothing with no consequences, and multiple fence grabs keeping her out of a submission go generally uncalled other than a ""knock it off"" from Tognoni.",fence grab,FALSE,FALSE,Round 2,fence grab,Alencar,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Finney vs Valentin,Valentin,fence grab,FALSE,FALSE,1,finney vs valentin,Torrez Finney (186) vs. Robert Valentin (185.5),"Valentin returns to his knees, grabbing the fence clearly to stand up and getting shouted at.",grabbing the fence,FALSE,FALSE,Round 2,fence grab,Valentin,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-105-emmett-murphy-05-04-2025,Finney vs Valentin,Valentin,fence grab,FALSE,FALSE,2,finney vs valentin,Torrez Finney (186) vs. Robert Valentin (185.5),"Valentin throws his legs up in pursuit of a triangle choke, and Finney stacks him up and pushes out thanks in part to Valentin grabbing the cage with his toes.",grabbing the cage,FALSE,FALSE,Round 2,fence grab,Valentin,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Erosa vs Costa,Costa,fence grab,FALSE,FALSE,1,erosa vs costa,Julian Erosa (145) vs. Melquizael Costa (145),"Costa is warned for having his toes in the cage, and Erosa drops down a few punches and leans back to watch an upkick buzz past him at the bell.",toes in the cage,FALSE,FALSE,Round 1,fence grab,Costa,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Erosa vs Costa,Costa,groin strike,FALSE,FALSE,2,erosa vs costa,Julian Erosa (145) vs. Melquizael Costa (145),"Erosa jumps at his foe to attack, and Costa times a spinning back kick that pounds into the cup.",kick that pounds into the cup,FALSE,FALSE,Round 1,groin strike,Costa,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Erosa vs Costa,Erosa,eye poke,FALSE,FALSE,3,erosa vs costa,Julian Erosa (145) vs. Melquizael Costa (145),"Erosa pokes Costa in the eye, and Costa tells them he is fine and keeps going.",eye poke,FALSE,FALSE,Round 2,eye poke,Erosa,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Stoltzfus vs Ruziboev,Ruziboev,headbutt,FALSE,FALSE,1,stoltzfus vs ruziboev,Dustin Stoltzfus (185.5) vs. Nursulton Ruziboev (185.5),"Ruziboev counters with a knee to the body, and he smacks Stoltzfus with a hammerfist and inadvertently headbutts him.",headbutt,FALSE,FALSE,Round 2,headbutt,Ruziboev,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Stoltzfus vs Ruziboev,Ruziboev,groin strike,FALSE,FALSE,2,stoltzfus vs ruziboev,Dustin Stoltzfus (185.5) vs. Nursulton Ruziboev (185.5),"Ruziboev darts in with a jab and a body kick, and Tognoni warns that the kick went south of the border.","kick, and Tognoni warns that the kick went south of the border",FALSE,FALSE,Round 3,groin strike,Ruziboev,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Stoltzfus vs Ruziboev,Ruziboev,fence grab,FALSE,FALSE,3,stoltzfus vs ruziboev,Dustin Stoltzfus (185.5) vs. Nursulton Ruziboev (185.5),"Ruziboev pulls on the fence to defend it, as Tognoni shouts at him to knock it off.",pulls on the fence,FALSE,FALSE,Round 2,fence grab,Ruziboev,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Yusuff vs Santos,Yusuff,back of head strike,FALSE,FALSE,1,yusuff vs santos,Sodiq Yusuff (155.5) vs. Mairon Santos (155.5),"Santos gets in a knee or two, and he is smacked in the back of the head a few times.","knee or two, and he is smacked in the back of the head",FALSE,FALSE,Round 2,back of head strike,Yusuff,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Yusuff vs Santos,Santos,back of head strike,FALSE,FALSE,2,yusuff vs santos,Sodiq Yusuff (155.5) vs. Mairon Santos (155.5),"Santos times a spin to deliver a punch that inadvertently lands in the back of the head, and they both plant their feet and bust one another in the chops with fierce right hands.",punch that inadvertently lands in the back of the head,FALSE,FALSE,Round 2,back of head strike,Santos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-106-burns-morales-17-05-2025,Yusuff vs Santos,Yusuff,groin strike,FALSE,FALSE,3,yusuff vs santos,Sodiq Yusuff (155.5) vs. Mairon Santos (155.5),"Yusuff winds up with an inside low kick that grazes the cup, and Santos frowns but does not ask for a timeout.",kick that grazes the cup,FALSE,FALSE,Round 1,groin strike,Yusuff,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Filho vs Nascimento,Filho,groin strike,FALSE,FALSE,1,filho vs nascimento,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),"Filho crashes the pocket to slow the heavier fighter down, kneeing him in the stomach and cup before trying to throw him to the mat.",kneeing him in the stomach and cup,FALSE,FALSE,Round 1,groin strike,Filho,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Filho vs Nascimento,Filho,fence grab,FALSE,FALSE,2,filho vs nascimento,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),"Filho grabs the fence to keep himself upright when Nascimento looks for his own takedown, and he uses momentum to spin Nascimento to the ground.",grabs the fence,FALSE,FALSE,Round 1,fence grab,Filho,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Filho vs Nascimento,Nascimento,fence grab,FALSE,FALSE,4,filho vs nascimento,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),"Nascimento grabs the fence a few times, keeping himself from being taken down because of it.",grabs the fence,FALSE,FALSE,Round 2,fence grab,Nascimento,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Filho vs Nascimento,Filho,fence grab,FALSE,FALSE,3,filho vs nascimento,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),"Filho spins around, is warned for fence grabs, and is tripped down to the canvas.",fence grab,FALSE,FALSE,Round 3,fence grab,Filho,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Filho vs Nascimento,Nascimento,back of head strike,FALSE,FALSE,5,filho vs nascimento,Jafel Filho (126) vs. Allan Nascimento (127.5: Missed Weight),"Nascimento hacks with elbows to the top of Filho's head and also to the back of his head, with fouls uncalled on every side in this grappling match.",hacks with elbows to the top of Filho's head and also to the back of his head,FALSE,FALSE,Round 3,back of head strike,Nascimento,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Gamrot vs Klein,Klein,fence grab,FALSE,FALSE,1,gamrot vs klein,Mateusz Gamrot (156) vs. Ludovit Klein (156),"Klein is warned for grabbing the fence to help him upright, and Gamrot continues to exude heavy pressure from behind.",grabbing the fence,FALSE,FALSE,Round 1,fence grab,Klein,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Santos vs Ardelean,Santos,fence grab,FALSE,FALSE,1,santos vs ardelean,Rayanne dos Santos (116) vs. Alice Ardelean (115.5),"Dos Santos pulls on the fence to work her way upright, and Ardelean is on her putting her fists in dos Santos' face.",pulls on the fence,FALSE,FALSE,Round 2,fence grab,Santos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
UFCvegas-107-blanchfield-barber-31-05-2025,Santos vs Ardelean,Santos,eye poke,FALSE,FALSE,2,santos vs ardelean,Rayanne dos Santos (116) vs. Alice Ardelean (115.5),"Dos Santos pushes off with her fingers out, and they jam into Ardelean's eye socket.",eye poke,FALSE,FALSE,Round 2,eye poke,Santos,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1
