event,bout,bout_key,foul_idx,foul_committed_by,context,foul_type_guess,foul_resulted_in_deduction,referee_paused,round_mentioned,expanded_context
UFC-lewis-teixeira-12-06-2025,Junior Tafa (206) vs. George Tokkos (206),tafa vs tokkos,1,George Tokkos,"Tafa shifts to his back again, and Tokkos considers an arm-triangle choke and is admonished for eye gouging when he puts his fingers on Tafa's face.",eye gouging,FALSE,FALSE,Round 2,"Tokkos sits up and drives down punches and hammerfists, and Tafa turns to his side to survive. Tokkos quits punching for the most part to get a hook in around the side. Tafa shifts to his back again, and Tokkos considers an arm-triangle choke and is admonished for eye gouging when he puts his fingers on Tafa's face. Tokkos sits up again to land some bombs, and he uses the punches to set up a rear-naked choke. Tafa on his side is able to break up the submission, but Tokkos is still on him making him carry every additional pound.This time, Tokkos advances to full mount, and he latches on with an arm-triangle choke and steps over to the side."
UFC-lewis-teixeira-12-06-2025,Junior Tafa (206) vs. George Tokkos (206),tafa vs tokkos,2,Junior Tafa,"The Kiwi hacks down the back of the head a few times, grabs the fence and is still dragged to his seat courtesy of the Tokkos single.",hacks down the back of the head,FALSE,FALSE,Round 1,"Tokkos keeps hold of Tafa's left leg to trap him on the mat, and he holds in there. Fans are not amused by the lack of activity of the two sluggers, and Tafa takes advantage of their momentum and stands up. The Kiwi hacks down the back of the head a few times, grabs the fence and is still dragged to his seat courtesy of the Tokkos single. Tafa wall-walks upright and is mat returned in a hurry. Tafa stands, and he wraps up a power guillotine choke only to release it to slash down with elbows."
UFC-lewis-teixeira-12-06-2025,Junior Tafa (206) vs. George Tokkos (206),tafa vs tokkos,3,George Tokkos,"Tokkos postures up to drive down punches, getting warned for back of the head shots as well.","punches, getting warned for back of the head",FALSE,FALSE,Round 1,"Tokkos dives after a short choke, and Tafa gives up his back and starts fighting hands. Tokkos resets himself to set up a rear-naked choke, and he releases it to shift to full mount, arm-triangle briefly in play. Tokkos postures up to drive down punches, getting warned for back of the head shots as well. He continues to impose his weight on Tafa, and is warned for grabbing inside the glove to keep Tafa on the mat. Tafa flips him over with seconds to go and lets Tokkos have it, cutting Tokkos on the top of the head as the horn sounds."
UFC-lewis-teixeira-12-06-2025,Max Griffin (170.25) vs. Chris Curtis (170.5),griffin vs curtis,1,Max Griffin,"Curtis steps in to attack, and he complains to Brown that he was headbutted.",headbutt,FALSE,FALSE,Round 1,"Brown gives Curtis time to recover, and after a minute, he is good to go. Griffin pump-fakes several times with his legs, but no one is really actually engaging. Curtis steps in to attack, and he complains to Brown that he was headbutted. Brown tells him to fight on, blood flowing from the wound on Curtis' head, and Curtis is fired up. He rushes at Griffin hurling punches, his vision partially obscured from the leaking head wound."
UFC-lewis-teixeira-12-06-2025,Max Griffin (170.25) vs. Chris Curtis (170.5),griffin vs curtis,2,Max Griffin,"Griffin kicks Curtis in the face, and Curtis completely ignores it but tells Brown that Griffin headbutted him again.",headbutt,FALSE,FALSE,Round 2,"Curtis misses a massive uppercut by a matter of inches, and he continues to march after the older fighter. Curtis misses on a body kick, and he lands to put a right hand in Griffin's face. Griffin kicks Curtis in the face, and Curtis completely ignores it but tells Brown that Griffin headbutted him again. The clinch results in a stalemate, and the spoiled fans in the building start booing quickly. The fighters trade knees when tied up before breaking apart, where Griffin gets off a one-two on the break."
UFC-lewis-teixeira-12-06-2025,Max Griffin (170.25) vs. Chris Curtis (170.5),griffin vs curtis,3,Max Griffin,"Griffin launches a low kick, clacking square into Curtis' cup loudly.","kick, clacking square into Curtis' cup",FALSE,TRUE,Round 1,"Curtis lunges with a single left hand, pulling back to reset. He stands still waiting for Griffin to come to him, suddenly releasing a pair of punches. Griffin launches a low kick, clacking square into Curtis' cup loudly. The crowd unleashes boos, possibly doubting he took the illegal blow, but the replay confirms the contact. Brown gives Curtis time to recover, and after a minute, he is good to go."
UFC-lewis-teixeira-12-06-2025,Mitch Ramirez (156) vs. Mike Davis (155.25),ramirez vs davis,1,Mike Davis,"Ramirez sits up, and Davis clubs him in the back of the head and neck illegally.",clubs him in the back of the head,FALSE,FALSE,Round 1,"Thankfully for the former inmate that walked out to ""Folsom Prison Blues,"" he does not have a ""Hello Japan"" moment as Davis cannot resecure the choke. ""Beast Boy"" locks down the body triangle, but he is unable to get off much more meaningful offense. Ramirez sits up, and Davis clubs him in the back of the head and neck illegally. As Brown mentions that he needs to keep it clean, Davis wraps the choke arm under the chin again. He tries a few times to complete the RNC, and Ramirez is wise to it every time by hand-fighting the right limb each time."
UFC-lewis-teixeira-12-06-2025,Nate Landwehr (146) vs. Morgan Charriere (146),landwehr vs charriere,1,Morgan Charriere,"Charriere commits to a low kick, and his front kick bumps into the cup.","kick, and his front kick bumps into the cup",FALSE,FALSE,Round 2,"Landwehr loops a right hand around the guard, and scores his own left, but he still absorbs a calf kick at the end of it. The two trade leather, neither overly concerned about the power of the other. Charriere commits to a low kick, and his front kick bumps into the cup. Landwehr tells Grice he wants to keep going, and motions to the crowd he is good to go. He proceeds to throw everything he has in a right hand that makes him flying past his opponent."
UFC-covington-buckley-14-12-2024,Daniel Marcos (136) vs. Adrian Yanez (136),marcos vs yanez,1,Daniel Marcos,Marcos lands a simultaneous low blow and an eye poke all at once.,eye poke,FALSE,TRUE,Round 1,Marcos is keeping the pressure on and throws a front kick. Yanez is recovered. Marcos lands a simultaneous low blow and an eye poke all at once. Brutal. Yanez is hurt and taking time to recover.
UFC-covington-buckley-14-12-2024,Davey Grant (136) vs. Ramon Taveras (136),grant vs taveras,1,Davey Grant,"A low blow lands for Grant, so Taveras will take time to recover.",A low blow,FALSE,TRUE,Round 1,"A sneaky right hand lands for Grant, who then lands a head kick. Taveras eats two leg kicks but throws a nice straight left. A low blow lands for Grant, so Taveras will take time to recover. The fight restarts with under two minutes left. Nice side kick from Grant."
UFC-covington-buckley-14-12-2024,Jamey-Lyn Horth (126) vs. Miranda Maverick (126),horth vs maverick,1,Jamey-Lyn Horth,Sherdog Scores Tyler Treese scores the round: 10-9 Maverick Tristen Critchfield scores the round: 10-9 Maverick Brian Knapp scores the round: 10-9 Maverick Round 2 Maverick complained of shots to the back of the head between rounds.,shots to the back of the head,FALSE,FALSE,Round 2,"Just 30 seconds left. Horth eats some knees but stays upright as the round ends. Sherdog Scores Tyler Treese scores the round: 10-9 Maverick Tristen Critchfield scores the round: 10-9 Maverick Brian Knapp scores the round: 10-9 Maverick Round 2 Maverick complained of shots to the back of the head between rounds. Maverick goes for another takedown, and Horth is up against the cage, defending well. The crowd is booing."
UFC-covington-buckley-14-12-2024,Manel Kape (125) vs. Bruno Silva (126),kape vs silva,1,Bruno Silva,A low blow hits Kape.,A low blow,FALSE,TRUE,Round 1,"Nice leg kick by Kape, who then follows it up with punches. A big overhand right for Silva lands. A low blow hits Kape. The fight is restarted after a brief break. Silva keeps getting caught by Kape after he throws out leg kicks."
UFC-covington-buckley-14-12-2024,Manel Kape (125) vs. Bruno Silva (126),kape vs silva,2,Bruno Silva,Kape gets kicked in the groin again.,kicked in the groin,FALSE,FALSE,Round 1,Silva keeps getting caught by Kape after he throws out leg kicks. Kape is the faster fighter. Kape gets kicked in the groin again. No point is taken. Kape finishes off the round in control and misses a spinning back fist.
UFC-covington-buckley-14-12-2024,Manel Kape (125) vs. Bruno Silva (126),kape vs silva,3,Bruno Silva,Yet another low blow as Kape goes down.,low blow,TRUE,TRUE,Round 2,Kape taunts him and then lands a huge right hand as well. Silva's power is just not respected by Kape. Yet another low blow as Kape goes down. Peterson finally takes a point from Silva. Kape looks reenergized.
UFCvegas-105-emmett-murphy-05-04-2025,Chang Ho Lee (136) vs. Cortavious Romious (139.5: Missed Weight),lee vs romious,1,Chang Ho Lee,"Lee jumps at him, and his knee loudly bangs into the cup.",knee loudly bangs into the cup,FALSE,TRUE,Round 2,"Lee turns the corner to put Romious on his back as the horn sounds. Sherdog Scores Jay Pettry scores the round: 10-9 Lee Scottie Smith scores the round: 10-9 Lee Tristen Critchfield scores the round: 10-9 Lee Round 2 The fighters high-five to get going again, and Romious lets loose with a stiff low kick. Lee jumps at him, and his knee loudly bangs into the cup. As soon as Lee lands, Tognoni calls time to give Romious all the time he needs to recover. Lee sits down to recover his wind, and Tognoni brings in the interpreter to issue a warning for the foul."
UFCvegas-105-emmett-murphy-05-04-2025,Chang Ho Lee (136) vs. Cortavious Romious (139.5: Missed Weight),lee vs romious,2,Cortavious Romious,"Romious pulls his toes in the chain links to reposition himself, prompting Tognoni to tell him that he can't do that.",pulls his toes in the chain links,FALSE,FALSE,Round 2,"Lee shoots for a takedown, and Romious shifts around to take the back and pursues an armbar. Lee lets him slide off so he can relocate himself into half guard, slugging his opponent with his free right hand and elbow. Romious pulls his toes in the chain links to reposition himself, prompting Tognoni to tell him that he can't do that. Lee smothers his man and unloads with a few punches that further bloody Romious up, and Romious decides now is as good of a time as any to stand up and does just that. Lee tries to drag him back down, and Romious follows him on the way down to grip hold at the tail end of an armbar."
UFCvegas-105-emmett-murphy-05-04-2025,Josh Emmett (146) vs. Lerone Murphy (145.5),emmett vs murphy,1,Josh Emmett,"Murphy's low kicks irritate Emmett, and he pushes off and jams his fingers into Murphy's eye sockets.",eye poke,FALSE,TRUE,Round 3,"Emmett holds onto the single until about a dozen of Murphy's fists find his face, and he uses his knee to frame off and hunts for an elbow that Murphy catches him with first. Emmett tosses aside a high kick to sling an overhand right, and he sticks out a long jab in hopes of clubbing ""The Iceman"" with his mighty paw. Murphy's low kicks irritate Emmett, and he pushes off and jams his fingers into Murphy's eye sockets. Herzog issues a hard warning for the foul, and Emmett takes 30 seconds to clear his vision. Emmett gets back to stalking the favorite down, swinging vicious punches that largely collide into the guard."
UFCvegas-105-emmett-murphy-05-04-2025,Josh Emmett (146) vs. Lerone Murphy (145.5),emmett vs murphy,2,Lerone Murphy,"The Californian clasps his hands together and looks to lift Murphy off the ground, and Murphy elbows him on the crown of the headâan illegal strike, to be clearâand it starts bleeding instantly.",elbows him on the crown of the head,FALSE,FALSE,Round 4,"Murphy tanks them well enough, but the power differential is startling. Murphy pushes out his front kick, and Emmett ducks a strike to go for a double. The Californian clasps his hands together and looks to lift Murphy off the ground, and Murphy elbows him on the crown of the headâan illegal strike, to be clearâand it starts bleeding instantly. Nothing is called, and the round ends. Sherdog Scores Jay Pettry scores the round: 10-9 Emmett Scottie Smith scores the round: 10-9 Emmett Tristen Critchfield scores the round: 10-9 Murphy Round 5 Emmett is informed he might be down on the scorecards, and he rushes forward to engage."
UFCvegas-105-emmett-murphy-05-04-2025,Loma Lookboonmee (115) vs. Istela Nunes (115),lookboonmee vs nunes,1,Loma Lookboonmee,"Lookboonmee is warning for striking the back of the head, and she pushes the Brazilian off of her.",back of the head,FALSE,FALSE,Round 1,"Lookboonmee catches a kick and looks for a takedown, and Nunes easily pushes her over and climbs into top position. The Thai looks for a sweep when stuck on her back, as Nunes is more interested in controlling for the moment. Lookboonmee is warning for striking the back of the head, and she pushes the Brazilian off of her. Judges might have their hands full with that round. Sherdog Scores Jay Pettry scores the round: 10-9 Lookboonmee Scottie Smith scores the round: 10-9 Lookboonmee Tristen Critchfield scores the round: 10-9 Lookboonmee Round 2 The strawweights clap hands to re-engage, and they stand right in kickboxing range and let their hands and feet go."
UFCvegas-105-emmett-murphy-05-04-2025,Loma Lookboonmee (115) vs. Istela Nunes (115),lookboonmee vs nunes,2,Loma Lookboonmee,"Lookboonmee pushes off, and her finger may or may not have scraped the eye.",eye poke,FALSE,FALSE,Round 1,"Nunes comes back firing, but the Thai is able to out-speed her 90 seconds into the match. While Nunes is keeping it honest and trying to mirror Lookboonmee's activity, she looks for power as she sits down on a right hand that the Thai just dodges. Lookboonmee pushes off, and her finger may or may not have scraped the eye. The replay called by Tognoni is not clear, so they get back to fighting. They proceed to trade kicks one after the other, strike totals fairly close with Lookboonmee likely having the edge."
UFCvegas-105-emmett-murphy-05-04-2025,Loma Lookboonmee (115) vs. Istela Nunes (115),lookboonmee vs nunes,3,Istela Nunes,"Nunes grabs the cage wall several times, and Tognoni reaches around repeatedly to slap Nunes' hand.",grabs the cage,FALSE,FALSE,Round 2,"The Thai hammers a low kick and ducks down when Nunes swings at her, standing up as the top of her head bangs into Nunes' chin with no warning or protest. Nunes tries to wrap her opponent up and leverage her down, and the result is a prolonged clinch. Nunes grabs the cage wall several times, and Tognoni reaches around repeatedly to slap Nunes' hand. If you ain't cheatin', you ain't tryin. The successful Dundasso allows Nunes to suddenly surprise her adversary by dropping for a heel hook."
UFCvegas-105-emmett-murphy-05-04-2025,Loma Lookboonmee (115) vs. Istela Nunes (115),lookboonmee vs nunes,4,Istela Nunes,"Nunes hooks her toes in the fence to try to improve her position, and Tognoni slaps her toes.",hooks her toes in the fence,FALSE,FALSE,Round 3,"They proceed to rush at one another and get up close with knees until Lookboonmee completes a throw to dump the Brazilian to her back again. Lookboonmee steps over to hold on from half guard and flatten Nunes on her side. Nunes hooks her toes in the fence to try to improve her position, and Tognoni slaps her toes. Lookboonmee, meanwhile, jams down a number of left hands and elbows to stay busier than the last time she was on top. With 10 seconds to spare, Nunes explodes to her feet, and she hunts for a takedown that is not completed before the conclusion of the match."
UFCvegas-105-emmett-murphy-05-04-2025,Talita Alencar (115) vs. Vanessa Demopoulos (116),alencar vs demopoulos,1,Talita Alencar,"Alencar uses her left arm to pressure behind Demopoulos's neck, and she is warned for grabbing the fence when imposing her weight on her opponent.",grabbing the fence,FALSE,FALSE,Round 1,"Demopoulos says hello with two punches across the forward bow, and she snaps out another such combo and reaches Alencar with one more left hand before the Brazilian can get to her. Alencar ties her foe up against the cage, and she drops down and wraps up a head lock to force ""Lil Monster"" to her knees. Alencar uses her left arm to pressure behind Demopoulos's neck, and she is warned for grabbing the fence when imposing her weight on her opponent. Demopoulos uses her toes to try to pull her out of danger, which too is a foul. Alencar keeps to this position, content to control rather than actually committing to the unorthodox submission."
UFCvegas-105-emmett-murphy-05-04-2025,Talita Alencar (115) vs. Vanessa Demopoulos (116),alencar vs demopoulos,2,Talita Alencar,"Demopoulos sells out for a leglock in hopes of reversing the position, and Alencar gets out of it by repeatedly grabbing the fence.",grabbing the fence,FALSE,FALSE,Round 2,"Demopoulos bucks and kicks enough to gain the space she needs to not get choked out, and this only results in her getting struck with more ground-and-pound. Alencar finds a brief opening and hammers down four right hands, and she sits back on Demopoulos' face in a relatively unusual position. Demopoulos sells out for a leglock in hopes of reversing the position, and Alencar gets out of it by repeatedly grabbing the fence. Tognoni slaps her hand several times, and Alencar still is able to yank on it to get her leg out of the sub. Rules mean nothing with no consequences, and multiple fence grabs keeping her out of a submission go generally uncalled other than a ""knock it off"" from Tognoni."
UFCvegas-105-emmett-murphy-05-04-2025,Talita Alencar (115) vs. Vanessa Demopoulos (116),alencar vs demopoulos,3,Vanessa Demopoulos,"Demopoulos uses her toes to try to pull her out of danger, which too is a foul.","uses her toes to try to pull her out of danger, which too is a foul",FALSE,FALSE,Round 1,"Alencar ties her foe up against the cage, and she drops down and wraps up a head lock to force ""Lil Monster"" to her knees. Alencar uses her left arm to pressure behind Demopoulos's neck, and she is warned for grabbing the fence when imposing her weight on her opponent. Demopoulos uses her toes to try to pull her out of danger, which too is a foul. Alencar keeps to this position, content to control rather than actually committing to the unorthodox submission. Alencar releases the grip around the neck and pushes Demopoulos' legs out of the way to establish a more traditional top position."
UFCvegas-105-emmett-murphy-05-04-2025,Talita Alencar (115) vs. Vanessa Demopoulos (116),alencar vs demopoulos,4,Talita Alencar,"Rules mean nothing with no consequences, and multiple fence grabs keeping her out of a submission go generally uncalled other than a ""knock it off"" from Tognoni.",fence grab,FALSE,FALSE,Round 2,"Demopoulos sells out for a leglock in hopes of reversing the position, and Alencar gets out of it by repeatedly grabbing the fence. Tognoni slaps her hand several times, and Alencar still is able to yank on it to get her leg out of the sub. Rules mean nothing with no consequences, and multiple fence grabs keeping her out of a submission go generally uncalled other than a ""knock it off"" from Tognoni. Alencar rides out the position on top until time expires. Sherdog Scores Jay Pettry scores the round: 10-9 Alencar Scottie Smith scores the round: 10-9 Alencar Tristen Critchfield scores the round: 10-9 Alencar Round 3 Demopoulos marches out of her corner a woman possessed, and she lashes out with multiple one-twos down the pipe."
UFCvegas-105-emmett-murphy-05-04-2025,Torrez Finney (186) vs. Robert Valentin (185.5),finney vs valentin,1,Robert Valentin,"Valentin returns to his knees, grabbing the fence clearly to stand up and getting shouted at.",grabbing the fence,FALSE,FALSE,Round 2,"The Swiss man hits the ground with a thump, and his submission grip is gone. Finney takes his back when Valentin urges to get to a single knee, and after two punches, he climbs up high on the back and slides out the back door. Valentin returns to his knees, grabbing the fence clearly to stand up and getting shouted at. With rules like these, who needs referees? Valentin is able to regain his balance thanks to the foul, and Finney doggedly pursues the double and tries to lift Valentin again."
UFCvegas-105-emmett-murphy-05-04-2025,Torrez Finney (186) vs. Robert Valentin (185.5),finney vs valentin,2,Robert Valentin,"Valentin throws his legs up in pursuit of a triangle choke, and Finney stacks him up and pushes out thanks in part to Valentin grabbing the cage with his toes.",grabbing the cage,FALSE,FALSE,Round 2,"The shorter man lifts Valentin up in the air and drops him down to the mat, and Valentin isolates the kimura grip for a sweep that he cannot get. Valentin settles for an elbow to the side of the melon, and Finney settles himself down to establish top control in the guard. Valentin throws his legs up in pursuit of a triangle choke, and Finney stacks him up and pushes out thanks in part to Valentin grabbing the cage with his toes. Finney returns to the guard, smothering and occasionally reaching with one or two strikes. Valentin sets up an armbar, and Finney lifts him up the air and tries to drive him all the way through the cage floor."
UFC-imavov-borralho-06-09-2025,Benoit St. Denis (155) vs. Mauricio Ruffy (156),denis vs ruffy,1,Benoit St. Denis,"Denis lands a knee to the groin, or so Ruffy claims to Dean repeatedly.",lands a knee to the groin,FALSE,TRUE,Round 1,"The two tie up against the fencing, jockeying for position and trading knees. St. Denis lands a knee to the groin, or so Ruffy claims to Dean repeatedly. Dean asks the replay official to check the foul, which indeed struck him below the belt. Ruffy gets time to recover as the audience showers him with boos and then songs."
UFC-imavov-borralho-06-09-2025,Nassourdine Imavov (185) vs. Caio Borralho (185),imavov vs borralho,1,Nassourdine Imavov,"Borralho slips and rings Imavov's bell with a right hand, and the French fighter responds by jabbing Borralho in the eye with his fingers while another goes in Borralho's nostril.",jabbing Borralho in the eye,FALSE,TRUE,Round 5,"Imavov lances his opponent with a straight right hand, and Borralho stands his ground and hurls back nothing but massive power. One after the other, they club one another in the face, and these middleweights are putting everything into these blows 22 minutes into their melee. Borralho slips and rings Imavov's bell with a right hand, and the French fighter responds by jabbing Borralho in the eye with his fingers while another goes in Borralho's nostril. Goddard calls time and fusses at Borralho's corner for giving him instructions during the stoppage time, and he issues a hard warning to Imavov for his infractions. They touch gloves to start up again, and after Imavov lands a punch, he shrugs at his opponent who appears to be complaining about something."
UFC-imavov-borralho-06-09-2025,Nassourdine Imavov (185) vs. Caio Borralho (185),imavov vs borralho,2,Nassourdine Imavov,"During a kick exchange, Borralho takes one to the groin and walks it off.",takes one to the groin,FALSE,FALSE,Round 4,"Sherdog Scores Jay Pettry scores the round: 10-9 Imavov Devin Tejada scores the round: 10-9 Imavov Dayne Fox scores the round: 10-9 Imavov Round 4 The 185ers reach the championship rounds, and they are no less intense as they meet one another in the middle of the cage and connect with heavy shots. Borralho works on his foe's front leg that is starting to show some damage, and Imavov replies with a crisp elbow up top. During a kick exchange, Borralho takes one to the groin and walks it off. Goddard has them fight on, and Imavov does this with a thudding lead elbow. He lands two more, and he rips a right hand to the body."
UFC-imavov-borralho-06-09-2025,Nassourdine Imavov (185) vs. Caio Borralho (185),imavov vs borralho,3,Nassourdine Imavov,Imavov pushes off and his finder slides into the eye socket and scrapes the other as Borralho turns his head.,slides into the eye,FALSE,TRUE,Round 3,"Borralho probes with his front kick, walking straight into a right hand from the Frenchman. Imavov wipes his nose and has a one-two smash into it. Imavov pushes off and his finder slides into the eye socket and scrapes the other as Borralho turns his head. Goddard calls time, and Borralho takes seconds before clearing his vision and returning to combat. Borralho puts some mustard behind a jab, and Imavov cracks him with a right hand that makes him smile."
UFC-imavov-borralho-06-09-2025,Nassourdine Imavov (185) vs. Caio Borralho (185),imavov vs borralho,4,Caio Borralho,"They come together, and in a clinch, Borralho knees his opponent in the groin.",knees his opponent in the groin,FALSE,FALSE,Round 3,"Imavov sits down on a right hand that shakes the Fighting Nerds staple to his core, and Borralho makes a funny face and wobbles back. Rather than go haywire, Imavov lets Borralho get himself in order. They come together, and in a clinch, Borralho knees his opponent in the groin. Borralho stops himself and apologizes before Goddard gets between them. Imavov drops to a knee as he gets his wind back and stretches, and the crowd is voraciously encouraging him to get back to it."
UFC-imavov-borralho-06-09-2025,Robert Bryczek (186) vs. Brad Tavares (186),bryczek vs tavares,1,Robert Bryczek,"With Bryczek hammering away with hammerfists as some land directly on the back of the head, Bosacki steps in, and Tavares immediately protests the stoppage.His team is equally upset about what they feel was premature referee intervention, but as the referee is the sole arbiter of the bout, that's a wrap.",hammerfists as some land directly on the back of the head,FALSE,FALSE,Round 3,"With a full head of steam, Bryczek attacks. Backing Tavares up to the fence, Bryczek strings together a prolonged combination of looping punches, cracking Tavares with a heavy right hand.Stunned, Tavares starts to go down to a knee while still under fire, and Bryczek continues battering the grizzled veteran with all he has. With Bryczek hammering away with hammerfists as some land directly on the back of the head, Bosacki steps in, and Tavares immediately protests the stoppage.His team is equally upset about what they feel was premature referee intervention, but as the referee is the sole arbiter of the bout, that's a wrap. Bryczek notches his first UFC victory and it is a huge scalp he collects by melting a formerly ranked fighter in Tavares. The Official Result Robert Bryczek def."
UFC-imavov-borralho-06-09-2025,William Gomis (145) vs. Robert Ruchala (146),gomis vs ruchala,1,William Gomis,"Gomis returns fire, and he punches and opens his fist to extend his fingers in what looks like a blatantly intentional eye poke.",eye poke,FALSE,TRUE,Round 3,"Sherdog Scores Jay Pettry scores the round: 10-9 Gomis Chris Laporte scores the round: 10-9 Gomis Dayne Fox scores the round: 10-9 Gomis Round 3 The featherweights reach the third round, and Ruchala is happy as a clam grinning from ear to ear. He channels that enthusiasm right into his initial attack, where he comes at Gomis and connects cleanly with a combination of punches. Gomis returns fire, and he punches and opens his fist to extend his fingers in what looks like a blatantly intentional eye poke. Ruchala clutches his face and Bosacki calls time. After about 90 seconds of recovery time with the doctor coming in to check on him, Ruchala is good to go."
UFC321-aspinall-gane-25-10-2025,Azat Maksum (129: Missed Weight) vs. Mitch Raposo (125.5),maksum vs raposo,1,Azat Maksum,"Raposo pushes Maksum to the ground, and Maksum blatantly grabs the fence to reverse his position and stop a takedown from materializing.",grabs the fence,FALSE,FALSE,Round 3,"Raposo breaks free and dodges a front kick, and he loads up on power punches. Raposo goes with a right to the body and left to the head, and Maksum shoots low and is shut down. Raposo pushes Maksum to the ground, and Maksum blatantly grabs the fence to reverse his position and stop a takedown from materializing. Mitchell is enraged by the foul, pausing the action and deduction a point for the fight-altering foul. It is unclear if Maksum understands, but one point is one point and likely a major factor as only a few seconds are left in the fight."
UFC321-aspinall-gane-25-10-2025,Hamdy Abdelwahab (265) vs. Chris Barnett (261),abdelwahab vs barnett,1,Chris Barnett,"Abdelwahab's right hands are growing softer but they are still adding up, with Goddard watching on but not calling for anything other than for Abdelwahab to be careful and for Barnett to not grab the chain links.",grab the chain links,FALSE,FALSE,Round 2,"Abdelwahab immediately mat returns him with an easy trip, and he again flattens out the shorter heavyweight and punches him on either side of the head and the back as well. Abdelwahab's clubbing punches to the side of the head break open Barnett's ear again, and he hunts for undercuts beneath Barnett's armpit until Barnett turns to his back. Abdelwahab's right hands are growing softer but they are still adding up, with Goddard watching on but not calling for anything other than for Abdelwahab to be careful and for Barnett to not grab the chain links. Abdelwahab sits on Barnett's back and keeps his foe on his belly until Barnett is tired of getting smacked and posts off his hands. Goddard asks for Abdelwahab to do more than his wimpy punches, and Barnett looks to crawl away."
UFC321-aspinall-gane-25-10-2025,Hamdy Abdelwahab (265) vs. Chris Barnett (261),abdelwahab vs barnett,2,Hamdy Abdelwahab,"Barnett is flattened out on his stomach, and Abdelwahab smashes him in the back of the head with an elbow.",back of the head,TRUE,TRUE,Round 1,"Barnett turns and rushes back to his feet, and he begins to brawl. Abdelwahab answers this with a double-leg shot, putting ""Beastboy"" on the mat and busting open his cauliflower ear in the process. Barnett is flattened out on his stomach, and Abdelwahab smashes him in the back of the head with an elbow. Goddard calls time and shouts at Abdelwahab for the foul, and Barnett is in trouble after getting nailed like that. He can barely get back to his feet, and he clutches the back of his head."
UFC321-aspinall-gane-25-10-2025,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),aliskerov vs park,1,Jun Yong Park,"Aliskerov allows Park to turn so he can smack him upside the head on either side, and Park is warned for tugging on the chain links to get free.",tugging on the chain links,FALSE,FALSE,Round 3,"Aliskerov gains a full head of steam and bulldozes Park over, completing the double and putting Park on the mat. This time, he gets his hooks in and wraps up the body triangle around the waist. Aliskerov allows Park to turn so he can smack him upside the head on either side, and Park is warned for tugging on the chain links to get free. Park sways, shifts and squirms, but the body lock is completely stifling him from escaping. Aliskerov slowly, methodically lands strikes while otherwise controlling Park."
UFC321-aspinall-gane-25-10-2025,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),aliskerov vs park,2,Ikram Aliskerov,"Aliskerov controls Park by clinging to Park's left ankle with his right hand, and he is warned for grabbing the fence with his free hand.",grabbing the fence,FALSE,FALSE,Round 2,"Park returns to a knee, and Aliskerov elbows him in the cheek. Park elbows him back from up close, so Aliskerov whips two short but effective hooks at him from close range. Aliskerov controls Park by clinging to Park's left ankle with his right hand, and he is warned for grabbing the fence with his free hand. They proceed to trade strikes while on their knees, until Park powers his way back upright. With 30 seconds left in the round, Aliskerov shoots, and he is warned loudly to not grab Park's shorts."
UFC321-aspinall-gane-25-10-2025,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),aliskerov vs park,3,Ikram Aliskerov,"Aliskerov kicks the inner thigh, and his foot slides up and bangs into the cup.",bangs into the cup,FALSE,TRUE,Round 1,"A high-five is shared before the athletes ply their trades against one another. Park introduces himself with a calf kick, and he zips away from one coming at him from the Russian. Aliskerov kicks the inner thigh, and his foot slides up and bangs into the cup. Mitchell recognizes the accidental foul and gives Park time to get his bearings. Park takes under 30 seconds to shake it off, and when they resume, Aliskerov attacks the body."
UFC321-aspinall-gane-25-10-2025,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),aliskerov vs park,4,Ikram Aliskerov,"Aliskerov walks him down and knees him in the stomach, pushing off the face as Park feels he was poked in the eyes.",poked in the eyes,FALSE,FALSE,Round 1,"Aliskerov pitches a kick the waist, and he checks a calf kick and sneaks in a left hand. Park scores at the end of a right hand, but it is one-and-done as he resets. Aliskerov walks him down and knees him in the stomach, pushing off the face as Park feels he was poked in the eyes. They do not pause, and instead Aliskerov corners park and jabs his way into a head kick. Park backs him off with an effective one-two, and Aliskerov reaches him with a low kick."
UFC321-aspinall-gane-25-10-2025,Ikram Aliskerov (185.5) vs. Jun Yong Park (185.5),aliskerov vs park,5,Ikram Aliskerov,"Park wipes at his face and gets right back into the fray, and Aliskerov kicks him in the stomach as his heel scrapes down to bump into the groin cup.",scrapes down to bump into the groin cup,FALSE,FALSE,Round 2,"Aliskerov slips when landing the knee, and Park lets him back up. Both men land short shots in the pocket, and Aliskerov steps back and boots Park in the face before stepping in to blast him with a left. Park wipes at his face and gets right back into the fray, and Aliskerov kicks him in the stomach as his heel scrapes down to bump into the groin cup. Mitchell tells the Russian there can be no more fouls, and Park uses a little over 30 seconds before resuming. Aliskerov jabs and slides out of the way of a one-two, leaning forward to land two power hooks."
